diseaseId	name	vocabulary	code	vocabularyName
C0280089	Carcinoid tumor of lung	HPO	HP:0030445	Pulmonary carcinoid tumor
C0007129	Merkel cell carcinoma	HPO	HP:0030447	Merkel cell skin cancer
C1261473	Sarcoma	HPO	HP:0030448	Soft tissue sarcoma
C0159104	Electrooculogram abnormal	HPO	HP:0030454	Abnormal electrooculogram
C4072980	Exudative vitreoretinopathy	HPO	HP:0030490	Exudative vitreoretinopathy
C3275758	Choriocapillaris atrophy	HPO	HP:0030491	Choriocapillaris atrophy
C4072987	Yellow/white lesions of the macula	HPO	HP:0030500	Yellow/white lesions of the macula
C0152439	Retinoschisis	HPO	HP:0030502	Retinoschisis
C4072992	Retinal crystals	HPO	HP:0030507	Retinal crystals
C1842073	Prolonged Electroretinal Response Suppression	HPO	HP:0030511	Bradyopsia
C4072995	Difficulty adjusting from light to dark	HPO	HP:0030513	Difficulty adjusting from light to dark
C1301510	Moderate visual impairment	HPO	HP:0030515	Moderate visual impairment
C0221184	Bitemporal Hemianopia	HPO	HP:0030521	Bitemporal hemianopia
C0271197	Scotoma, Paracentral	HPO	HP:0030528	Paracentral scotoma
C0438434	Scotoma, Ring	HPO	HP:0030529	Ring scotoma
C0854021	Visual field tests abnormal	HPO	HP:0030588	Abnormal visual field test
C4073079	Photoreceptor layer loss on macular OCT	HPO	HP:0030609	Photoreceptor layer loss on macular OCT
C4073099	Perifoveal ring of hyperautofluorescence	HPO	HP:0030629	Perifoveal ring of hyperautofluorescence
C4049066	CONE-ROD DYSTROPHY 21	HPO	HP:0030635	Retinal dystrophy with early macular involvement
C3150833	OCCULT MACULAR DYSTROPHY	HPO	HP:0030636	Occult macular dystrophy
C0543968	Cone dysfunction syndrome	HPO	HP:0030637	Cone dysfunction syndrome
C4048798	Night blindness, congenital stationary, complete	HPO	HP:0030640	Complete congenital stationary night blindness
C4073107	Incomplete congenital stationary night blindness	HPO	HP:0030641	Incomplete congenital stationary night blindness
C0311338	Fundus Albipunctatus	HPO	HP:0030642	Fundus albipunctatus
C4073109	Blind-spot enlargment	HPO	HP:0030644	Blind-spot enlargment
C4073118	Optically empty vitreous	HPO	HP:0030663	Optically empty vitreous
C0231616	Beevor's sign	HPO	HP:0030664	Beevor's sign
C0035320	Retinal Neovascularization	HPO	HP:0030666	Retinal neovascularization
C0474355	Peripheral retinal neovascularization	HPO	HP:0030667	Peripheral retinal neovascularization
C0521770	Asteroid hyalosis	HPO	HP:0030672	Asteroid hyalosis
C1840452	Hyaloideoretinal degeneration of Wagner	HPO	HP:0030673	Erosive vitreoretinopathy
C4048833	Satyr ear	HPO	HP:0030676	Satyr ear
C4049796	Abnormality of cardiovascular system morphology	HPO	HP:0030680	Abnormality of cardiovascular system morphology
C1960469	Left ventricular noncompaction	HPO	HP:0030682	Left ventricular noncompaction
C0042267	Vaginitis	HPO	HP:0030683	Vaginitis
C4073127	Decreased adiponectin level	HPO	HP:0030685	Decreased adiponectin level
C0006118	Brain Neoplasms	HPO	HP:0030692	Brain neoplasm
C0031941	Pineal Gland Neoplasm	HPO	HP:0030693	Supratentorial neoplasm
C0038874	Supratentorial Neoplasms	HPO	HP:0030693	Supratentorial neoplasm
C0031941	Pineal Gland Neoplasm	HPO	HP:0030694	Pineal parenchymal cell neoplasm
C0025312	Meningomyelocele	HPO	HP:0030709	Myelocystocele
C0156372	Asherman Syndrome	HPO	HP:0030712	Asherman syndrome
C0702169	Acrania	HPO	HP:0030716	Acrania
C1849370	Tetraphocomelia	HPO	HP:0030721	Tetraphocomelia
C0431603	Ectopic liver	HPO	HP:0030722	Ectopic liver
C1334682	Mediastinal Teratoma	HPO	HP:0030741	Mediastinal teratoma
C0518988	Dental abscess	HPO	HP:0030757	Tooth abscess
C0151650	Renal fibrosis	HPO	HP:0030760	Renal fibrosis
C0028817	Ochronosis	HPO	HP:0030764	Ochronosis
C0266453	Exencephaly	HPO	HP:0030769	Exencephaly
C0152426	Craniorachischisis	HPO	HP:0030770	Craniorachischisis
C0003113	Anomia	HPO	HP:0030784	Anomia
C0085635	Photopsia	HPO	HP:0030786	Photopsia
C0265534	Scaphycephaly	HPO	HP:0030799	Scaphocephaly
C0017672	Glossalgia	HPO	HP:0030811	Tongue pain
C0272386	Hypertrophy of tonsils	HPO	HP:0030812	Enlarged tonsils
C4280753	Orange discoloured tonsils	HPO	HP:0030814	Orange discoloured tonsils
C0017572	Gingival Recession	HPO	HP:0030816	Gingival recession
C0043144	Wheezing	HPO	HP:0030828	Wheezing
C0007859	Neck Pain	HPO	HP:0030833	Neck pain
C0037011	Shoulder Pain	HPO	HP:0030834	Shoulder pain
C0019559	Hip pain	HPO	HP:0030838	Hip pain
C0268407	Senile cardiac amyloidosis	HPO	HP:0030843	Cardiac amyloidosis
C0266642	Situs ambiguus	HPO	HP:0030853	Heterotaxy
C0155359	Scleral staphyloma	HPO	HP:0030854	Scleral staphyloma
C0085281	Addictive Behavior	HPO	HP:0030858	Addictive behavior
C0277873	Nasal flaring	HPO	HP:0030863	Nasal flaring
C1261504	Congenital absence of both testes	HPO	HP:0030869	Anorchism
C0034735	Raynaud Phenomenon	HPO	HP:0030880	Raynaud phenomenon
C1265968	Hyperparakeratosis	HPO	HP:0040009	Hyperparakeratosis
C0376628	Chromosome Breakage	HPO	HP:0040012	Chromosome breakage
C0265610	Congenital clinodactyly	HPO	HP:0040019	Finger clinodactyly
C0271051	Macular retinal edema	HPO	HP:0040049	Macular edema
C4022459	Fat tissue decreased	HPO	HP:0040063	Decreased adipose tissue
C0239337	Deformity of limb	HPO	HP:0040064	Abnormality of limbs
C0020635	Hypopituitarism	HPO	HP:0040075	Hypopituitarism
C1837496	Axonal degeneration	HPO	HP:0040078	Axonal degeneration
C1856765	Irregular dentition	HPO	HP:0040079	Irregular dentition
C1857055	Anteverted ears	HPO	HP:0040080	Anteverted ears
C1856115	Happy demeanor	HPO	HP:0040082	Happy demeanor
C0427144	Toe-walking gait	HPO	HP:0040083	Toe walking
C4021038	Abnormal circulating renin	HPO	HP:0040084	Abnormal circulating renin
C0857898	Abnormal circulating aldosterone	HPO	HP:0040085	Abnormal circulating aldosterone
C4022448	Abnormal prolactin level	HPO	HP:0040086	Abnormal prolactin level
C0033074	Presbycusis	HPO	HP:0040113	Old-aged sensorineural hearing impairment
C1866772	Abnormal nerve conduction velocity	HPO	HP:0040129	Abnormal nerve conduction velocity
C4022418	Comodogenic acne	HPO	HP:0040137	Comodogenic acne
C1704214	Lipogranuloma	HPO	HP:0040139	Lipogranulomatosis
C4022417	Degeneration of the striatum	HPO	HP:0040140	Degeneration of the striatum
C0686347	Tardive Dyskinesia	HPO	HP:0040141	Tardive dyskinesia
C0268525	5-oxoprolinase deficiency	HPO	HP:0040142	5-oxoprolinase deficiency
C1855995	L-2-HYDROXYGLUTARIC ACIDURIA	HPO	HP:0040144	L-2-hydroxyglutaric aciduria
C3698239	Cerebral cortex myoclonus	HPO	HP:0040148	Cortical myoclonus
C4015203	Woolly scalp hair	HPO	HP:0040149	Nappy scalp hair texture
C4280291	Nappy scalp hair texture	HPO	HP:0040149	Nappy scalp hair texture
C4280292	Kinky scalp hair texture	HPO	HP:0040149	Nappy scalp hair texture
C4280293	Afro-textured scalp hair	HPO	HP:0040149	Nappy scalp hair texture
C0162836	Hidradenitis Suppurativa	HPO	HP:0040154	Acne inversa
C0029456	Osteoporosis	HPO	HP:0040160	Generalized osteoporosis with pathologic fractures
C3805887	Generalized osteoporosis with pathologic fractures	HPO	HP:0040160	Generalized osteoporosis with pathologic fractures
C1843359	Orthokeratosis	HPO	HP:0040162	Orthokeratosis
C0031111	Periostitis	HPO	HP:0040165	Periostitis
C4073134	Abnormality of the periosteum	HPO	HP:0040166	Abnormality of the periosteum
C0343643	Facial wart	HPO	HP:0040167	Facial papilloma
C4049830	Focal seizures, afebril	HPO	HP:0040168	Focal seizures, afebril
C3554793	Loose anagen hair	HPO	HP:0040169	Loose anagen hair
C1295654	Decreased testosterone level	HPO	HP:0040171	Decreased testosterone
C4073137	Low serum testosterone levels	HPO	HP:0040171	Decreased testosterone
C3280315	Platelet-Activating Factor Acetylhydrolase Deficiency	HPO	HP:0040175	Platelet-activating factor acetylhydrolase deficiency
C4073143	Increased level of platelet-activating factor	HPO	HP:0040178	Increased level of platelet-activating factor
C4073145	Hyperkeratosis pilaris	HPO	HP:0040180	Hyperkeratosis pilaris
C0263449	Perioral Dermatitis	HPO	HP:0040181	Perioral dermatitis
C0424489	Chapping of lips	HPO	HP:0040181	Perioral dermatitis
C2751260	Macrothrombocytopenia	HPO	HP:0040185	Macrothrombocytopenia
C0423791	Maculopapular eruption	HPO	HP:0040186	Maculopapular exanthema
C0456103	Sepsis of the newborn	HPO	HP:0040187	Neonatal sepsis
C0237849	Peeling of skin	HPO	HP:0040189	Scaling skin
C0003650	Apudoma	HPO	HP:0040192	APUdoma
C4083076	Increased head circumference	HPO	HP:0040194	Increased head circumference
C0424688	Small head	HPO	HP:0040195	Decreased head circumference
C0014068	Encephalomalacia	HPO	HP:0040197	Encephalomalacia
C3501843	Nonmedullary Thyroid Carcinoma	HPO	HP:0040198	Non-medullary thyroid carcinoma
C1858085	Malar flattening	HPO	HP:0040199	obsolete Flat midface
C2748055	Hypoinsulinaemia (disorder)	HPO	HP:0040216	Hypoinsulinemia
C4073162	Increased HbA1c levels	HPO	HP:0040217	Increased HbA1c levels
C4280720	Intrapulmonary hemorrhage	HPO	HP:0040223	Intrapulmonary hemorrhage
C2750514	Factor Xiii, A Subunit, Deficiency Of	HPO	HP:0040233	Factor XIII subunit A deficiency
C2750481	Factor XIII, B Subunit, Deficiency Of	HPO	HP:0040234	Factor XIII subunit B deficiency
C0149825	Hypertrophy of adenoids	HPO	HP:0040261	Adenoid hypertrophy
C0029883	Otitis Media with Effusion	HPO	HP:0040262	Glue ear
C0236000	Jaw pain	HPO	HP:0040264	Jaw pain
C0747085	Recurrent otitis media	HPO	HP:0040268	Recurrent infections of the middle ear
C0278803	Adenocarcinoma of small intestine	HPO	HP:0040274	Adenocarcinoma of the small intestine
C1319315	Adenocarcinoma of large intestine	HPO	HP:0040275	Adenocarcinoma of the large intestine
C0338106	Adenocarcinoma of colon	HPO	HP:0040276	Adenocarcinoma of the colon
C0027794	Neural Tube Defects	HPO	HP:0045005	Neural tube defect
C1837271	Increased serum long-chain fatty acids	HPO	HP:0045016	Elevated serum long-chain fatty acids
C1837464	Small eyes	HPO	HP:0045025	Small eyes
C2675021	Narrow palpebral fissure	HPO	HP:0045025	Small eyes
C0349532	Gastric lymphoma	HPO	HP:0045038	Gastric lymphoma
C4073167	Osteolysis involving bones of the upper limbs	HPO	HP:0045039	Osteolysis involving bones of the upper limbs
C4073168	Abnormal lactate dehydrogenase activity	HPO	HP:0045040	Abnormal lactate dehydrogenase activity
C3279904	Lactate Dehydrogenase B Deficiency	HPO	HP:0045041	Lactate dehydrogenase B deficiency
C3280641	COMPLEMENT COMPONENT 4B DEFICIENCY	HPO	HP:0045044	Decreased serum complement C4b
C4073171	Elevated plasma acylcarnitine levels	HPO	HP:0045045	Elevated plasma acylcarnitine levels
C3900122	ACID-LABILE SUBUNIT DEFICIENCY	HPO	HP:0045046	Decreased levels of acid labile subunit
C0700251	Brachial Plexus Neuropathies	HPO	HP:0045054	Brachial plexus neuropathy
C4073178	Tiger tail banding	HPO	HP:0045055	Tiger tail banding
C4073295	Decreased levels of alpha-fetoprotein	HPO	HP:0045057	Decreased levels of alpha-fetoprotein
C4073182	Decreased carnitine level in liver	HPO	HP:0045061	Decreased carnitine level in liver
C0345967	Malignant mesothelioma	HPO	HP:0100001	Malignant mesothelioma
C0812413	Malignant Pleural Mesothelioma	HPO	HP:0100002	Pleural mesothelioma
C0346109	Malignant Mesothelioma of Peritoneum	HPO	HP:0100003	Peritoneal mesothelioma
C1335381	Pericardial Mesothelioma	HPO	HP:0100004	Pericardial mesothelioma
C0085136	Central Nervous System Neoplasms	HPO	HP:0100006	Neoplasia of the central nervous system
C0031118	Peripheral Nervous System Neoplasms	HPO	HP:0100007	Neoplasm of the peripheral nervous system
C0027809	Neurilemmoma	HPO	HP:0100008	Schwannomas
C0349604	Intracranial Meningioma	HPO	HP:0100009	Intracranial meningioma
C0347515	Spinal Meningioma	HPO	HP:0100010	Spinal meningioma
C0015414	Eye Neoplasms	HPO	HP:0100012	Neoplasia of the eye
C1458155	Mammary Neoplasms	HPO	HP:0100013	Neoplasia of the breast
C0339543	Epiretinal Membrane	HPO	HP:0100014	Epiretinal membranes
C1862689	Stahl ear	HPO	HP:0100015	Stahl ear
C4022389	Abnormality of the mesentery	HPO	HP:0100016	Abnormality of the mesentery
C0392557	Nuclear cataract	HPO	HP:0100018	Nuclear cataract
C0271160	Cortical cataract	HPO	HP:0100019	Cortical cataract
C0007789	Cerebral Palsy	HPO	HP:0100021	Cerebral palsy
C0026650	Movement Disorders	HPO	HP:0100022	Abnormality of movement
C4021029	Conspicuously happy disposition	HPO	HP:0100024	Conspicuously happy disposition
C4022386	Overfriendliness	HPO	HP:0100025	Overfriendliness
C0003857	Congenital arteriovenous malformation	HPO	HP:0100026	Arteriovenous malformation
C0149521	Pancreatitis, Chronic	HPO	HP:0100027	Recurrent pancreatitis
C0266283	Ectopic thyroid tissue (disorder)	HPO	HP:0100028	Ectopic thyroid
C0266284	Lingual Thyroid	HPO	HP:0100029	Lingual thyroid
C0040136	Thyroid Neoplasm	HPO	HP:0100031	Neoplasia of the thyroid gland
C2169806	recurrent muscle twitches (symptom)	HPO	HP:0100033	Tics
C0751900	Tic, Motor	HPO	HP:0100034	Motor tics
C0751901	Tic, Vocal	HPO	HP:0100035	Phonic tics
C4021028	Pseudo-fractures	HPO	HP:0100036	Pseudo-fractures
C4022253	Fragmented epiphyses	HPO	HP:0100168	Fragmented epiphyses
C4022183	Synostosis of joints	HPO	HP:0100240	Synostosis of joints
C1261473	Sarcoma	HPO	HP:0100242	Sarcoma
C0023269	leiomyosarcoma	HPO	HP:0100243	Leiomyosarcoma
C0016057	Fibrosarcoma	HPO	HP:0100244	Fibrosarcoma
C0079218	Fibromatosis, Aggressive	HPO	HP:0100245	Desmoid tumors
C0029440	Osteoma	HPO	HP:0100246	Osteoma
C0019521	Hiccup	HPO	HP:0100247	Hiccup
C0744897	Recurrent singultus	HPO	HP:0100247	Hiccup
C2960760	Calcification of muscle	HPO	HP:0100249	Calcification of muscles
C4022181	Meningeal calcification	HPO	HP:0100250	Meningeal calcification
C4022180	Lipomas of the central neryous system	HPO	HP:0100251	Lipomas of the central neryous system
C0011989	Camurati-Engelmann Syndrome	HPO	HP:0100252	Diaphyseal dysplasia
C0265294	Pyle metaphyseal dysplasia	HPO	HP:0100255	Metaphyseal dysplasia
C0333463	Senile Plaques	HPO	HP:0100256	Senile plaques
C0265554	Ectrodactyly	HPO	HP:0100257	Ectrodactyly
C0345354	Radial polydactyly	HPO	HP:0100258	Preaxial polydactyly
C0220697	POLYDACTYLY, POSTAXIAL	HPO	HP:0100259	Postaxial polydactyly
C1848595	Mesoaxial polydactyly	HPO	HP:0100260	Insertional polydactyly
C4020689	Insertional polydactyly	HPO	HP:0100260	Insertional polydactyly
C1861385	SYMPHALANGISM, PROXIMAL	HPO	HP:0100264	Proximal symphalangism
C4021025	Synostosis of carpals/tarsals	HPO	HP:0100266	Synostosis of carpals/tarsals
C0341059	Lip pit	HPO	HP:0100267	Lip pit
C0009375	Colonic Neoplasms	HPO	HP:0100273	Neoplasm of the colon
C1862052	Gustatory lacrimation	HPO	HP:0100274	Gustatory lacrimation
C1854699	Diffuse cerebellar atrophy	HPO	HP:0100275	Diffuse cerebellar atrophy
C4020712	Skin pits	HPO	HP:0100276	Skin pits
C4022172	Skin pit	HPO	HP:0100276	Skin pits
C0009324	Ulcerative Colitis	HPO	HP:0100279	Ulcerative colitis
C0010346	Crohn Disease	HPO	HP:0100280	Crohn's disease
C0267375	Chronic colitis	HPO	HP:0100281	Chronic colitis
C2118460	Acute colitis	HPO	HP:0100282	Acute colitis
C4022169	EMG: myotonic discharges	HPO	HP:0100284	EMG: myotonic discharges
C4022168	EMG: impaired neuromuscular transmission	HPO	HP:0100285	EMG: impaired neuromuscular transmission
C4022163	Abnormality of central somatosensory evoked potentials	HPO	HP:0100291	Abnormality of central somatosensory evoked potentials
C0333751	Muscle fiber atrophy	HPO	HP:0100295	Muscle fiber atrophy
C4022159	Muscle fiber inclusion bodies	HPO	HP:0100299	Muscle fiber inclusion bodies
C4022157	Muscle fiber cytoplasmatic inclusion bodies	HPO	HP:0100303	Muscle fiber cytoplasmatic inclusion bodies
C0333770	Ring fibers	HPO	HP:0100305	Ring fibers
C0018946	Hematoma, Subdural	HPO	HP:0100309	Subdural hemorrhage
C0085200	Lewy Bodies	HPO	HP:0100315	Lewy body disease
C0752347	Lewy Body Disease	HPO	HP:0100315	Lewy body disease
C4022148	Abnormality of the dentate nucleus	HPO	HP:0100321	Abnormality of the dentate nucleus
C0011644	Scleroderma	HPO	HP:0100324	Scleroderma
C1274865	Scleroderma-like secondary cutaneous sclerosis	HPO	HP:0100324	Scleroderma
C0237653	Immunologic Hypersensitivity	HPO	HP:0100326	Immunologic hypersensitivity
C0266815	Cow milk allergy	HPO	HP:0100327	Cow milk allergy
C0392006	Unilateral cleft lip	HPO	HP:0100333	Unilateral cleft lip
C4022143	Unilateral cleft palate	HPO	HP:0100334	Unilateral cleft palate
C4021020	Non-midline cleft lip	HPO	HP:0100335	Non-midline cleft lip
C4022125	Aplasia of the phalanges of the 3rd toe	HPO	HP:0100362	Aplasia of the phalanges of the 3rd toe
C4022107	Aplasia of the middle phalanges of the toes	HPO	HP:0100387	Aplasia of the middle phalanges of the toes
C0409348	Flexion contracture of proximal interphalangeal joint	HPO	HP:0100490	Camptodactyly of finger
C4020971	Abnormality of lower limb joint	HPO	HP:0100491	Abnormality of lower limb joint
C0024899	Mastocytosis	HPO	HP:0100495	Mastocytosis
C0030783	Pellagra	HPO	HP:0100497	Vitamin B3 deficiency
C3806533	Tibial deviation of toes	HPO	HP:0100499	Tibial deviation of toes
C4015136	Recurrent bronchiolitis	HPO	HP:0100501	Recurrent bronchiolitis
C0042847	Vitamin B 12 Deficiency	HPO	HP:0100502	Vitamin B12 deficiency
C0039841	Thiamine Deficiency	HPO	HP:0100503	Vitamin B1 deficiency
C0035528	Riboflavin Deficiency	HPO	HP:0100504	Vitamin B2 deficiency
C0016412	Folic Acid Deficiency	HPO	HP:0100507	Folate deficiency
C4022036	Abnormality of vitamin metabolism	HPO	HP:0100508	Abnormality of vitamin metabolism
C0003969	Ascorbic Acid Deficiency	HPO	HP:0100510	Vitamin C deficiency
C4022035	Abnormality of vitamin D metabolism	HPO	HP:0100511	Abnormality of vitamin D metabolism
C0042870	Vitamin D Deficiency	HPO	HP:0100512	Vitamin D deficiency
C0042875	Vitamin E Deficiency	HPO	HP:0100513	Vitamin E deficiency
C4022034	Abnormality of vitamin E metabolism	HPO	HP:0100514	Abnormality of vitamin E metabolism
C0042023	Increased frequency of micturition	HPO	HP:0100515	Pollakisuria
C0041955	Ureteral Neoplasms	HPO	HP:0100516	Neoplasia of the ureters
C0013428	Dysuria	HPO	HP:0100518	Dysuria
C0003460	Anuria	HPO	HP:0100519	Anuria
C0028961	Oliguria	HPO	HP:0100520	Oliguria
C3714644	Thymus Neoplasms	HPO	HP:0100521	Neoplasm of the thymus
C0040100	Thymoma	HPO	HP:0100522	Thymoma
C0023885	Liver Abscess	HPO	HP:0100523	Liver abscess
C0024121	Lung Neoplasms	HPO	HP:0100526	Neoplasm of the lung
C1266144	Pleuropulmonary blastoma	HPO	HP:0100528	Pleuropulmonary blastoma
C4022031	Abnormality of calcium-phosphate metabolism	HPO	HP:0100530	Abnormality of calcium-phosphate metabolism
C0036416	Scleritis	HPO	HP:0100532	Inflammation of the outer white part of the eye
C4020969	Inflammatory abnormality of the eye	HPO	HP:0100533	Inflammatory abnormality of the eye
C0014583	Episcleritis	HPO	HP:0100534	Episcleritis
C0015645	Fasciitis	HPO	HP:0100537	Fasciitis
C0149754	Cellulitis of periorbital region	HPO	HP:0100539	Periorbital edema
C0151205	Periorbital edema	HPO	HP:0100539	Periorbital edema
C0424810	Periorbital swelling	HPO	HP:0100539	Periorbital edema
C0162285	Edema of eyelid	HPO	HP:0100540	Palpebral edema
C0019288	Hernia, Femoral	HPO	HP:0100541	Femoral hernia
C4020968	Abnormal localization of kidney	HPO	HP:0100542	Abnormal localization of kidney
C0338656	Impaired cognition	HPO	HP:0100543	Cognitive impairment
C0683322	Mental impairment	HPO	HP:0100543	Cognitive impairment
C0018809	Heart Neoplasm	HPO	HP:0100544	Cardiac neoplasia
C0038449	Stricture of artery	HPO	HP:0100545	Arterial stenosis
C0007282	Carotid Stenosis	HPO	HP:0100546	Carotid artery stenosis
C4022025	Asymmetric growth	HPO	HP:0100555	Asymmetric growth
C0333662	Hemiatrophy	HPO	HP:0100556	Hemiatrophy
C0023221	Leg Length Inequality	HPO	HP:0100559	Leg length discrepancy
C4022024	Upper limb asymmetry	HPO	HP:0100560	Upper limb asymmetry
C0014132	Endocrine Gland Neoplasms	HPO	HP:0100568	Neoplasm of the endocrine system
C4020966	Abnormal vertebral ossification	HPO	HP:0100569	Abnormal vertebral ossification
